 ,Area,Mean,Min,Max,X,Y
1,0,170,170,170,1128.000,1380.000
2,0,190,190,190,1282.000,1066.000
3,0,200,200,200,1346.000,1158.000
4,0,224,224,224,1347.500,1220.500
5,0,210,210,210,1373.000,1233.500
6,0,199,199,199,1388.000,1234.500
7,0,191,191,191,1315.500,1247.000
8,0,193,193,193,1319.500,1260.500
9,0,182,182,182,1264.500,1263.500
10,0,216,216,216,1307.500,1281.000
11,0,197,197,197,1313.500,1297.000
12,0,200,200,200,1375.000,1281.500
13,0,174,174,174,1369.500,1368.500
14,0,187,187,187,1383.000,1331.500
15,0,189,189,189,1399.500,1324.000
16,0,197,197,197,1311.500,1332.000
17,0,167,167,167,1327.500,1335.500
18,0,195,195,195,1303.000,1363.500
19,0,183,183,183,1324.500,1381.500
20,0,166,166,166,1330.000,1421.000
21,0,178,178,178,1391.500,1416.500
22,0,211,211,211,1404.500,1391.500
23,0,191,191,191,1407.500,1402.000
24,0,177,177,177,1342.000,1434.500
25,0,180,180,180,1339.500,1442.500
26,0,187,187,187,1363.000,1437.500
27,0,172,172,172,1364.500,1450.500
28,0,216,216,216,1375.000,1451.000
29,0,178,178,178,1389.000,1461.000
30,0,180,180,180,1413.500,1474.000
31,0,191,191,191,1415.000,1487.000
32,0,194,194,194,1402.500,1450.000
33,0,188,188,188,1402.000,1523.500
34,0,173,173,173,1380.000,1514.000
35,0,187,187,187,1387.500,1521.000
36,0,206,206,206,1376.500,1526.000
37,0,200,200,200,1374.000,1534.500
38,0,182,182,182,1316.500,1490.500
39,0,214,214,214,1323.000,1493.500
40,0,157,157,157,1312.500,1508.500
41,0,187,187,187,1295.000,1497.000
42,0,178,178,178,1280.500,1497.000
43,0,188,188,188,1257.500,1497.000
44,0,178,178,178,1284.500,1452.000
45,0,177,177,177,1255.000,1438.500
46,0,187,187,187,1251.500,1364.500
47,0,206,206,206,1257.500,1362.000
48,0,180,180,180,1264.000,1572.500
49,0,167,167,167,1229.500,1539.000
50,0,195,195,195,1333.500,1543.500
51,0,188,188,188,1325.000,1554.500
52,0,188,188,188,1258.500,1323.000
53,0,188,188,188,1247.500,1291.000
54,0,172,172,172,1228.000,1284.000
55,0,194,194,194,1220.500,1190.500
56,0,178,178,178,1175.000,1227.500
57,0,154,154,154,1159.000,1268.000
58,0,188,188,188,1211.500,1305.000
59,0,201,201,201,1200.500,1314.000
60,0,196,196,196,1144.000,1282.000
61,0,206,206,206,1123.000,1263.500
62,0,182,182,182,1074.500,1227.500
63,0,181,181,181,1031.000,1265.500
64,0,182,182,182,1072.000,1322.000
65,0,194,194,194,1123.000,1250.500
66,0,195,195,195,1154.500,1380.000
67,0,201,201,201,1210.500,1373.500
68,0,198,198,198,1216.500,1408.500
69,0,161,161,161,1214.500,1425.500
70,0,168,168,168,1187.000,1442.500
71,0,188,188,188,1194.500,1450.500
72,0,193,193,193,1185.500,1457.000
73,0,180,180,180,1188.000,1474.000
74,0,176,176,176,1209.000,1478.000
75,0,180,180,180,1158.000,1529.500
76,0,195,195,195,1206.000,1546.000
77,0,194,194,194,1216.500,1547.000
78,0,172,172,172,1153.000,1559.000
79,0,186,186,186,1159.500,1560.500
80,0,203,203,203,1139.000,1571.000
81,0,194,194,194,1128.000,1570.000
82,0,195,195,195,1173.000,1594.500
83,0,184,184,184,1202.000,1593.500
84,0,186,186,186,1193.000,1601.000
85,0,184,184,184,1086.000,1577.500
86,0,208,208,208,1072.000,1578.500
87,0,164,164,164,1059.000,1588.000
88,0,209,209,209,1089.000,1586.000
89,0,203,203,203,1082.500,1586.000
90,0,199,199,199,1064.000,1554.000
91,0,175,175,175,1079.500,1552.500
92,0,195,195,195,1070.000,1543.000
93,0,183,183,183,1053.000,1553.000
94,0,188,188,188,1046.000,1525.000
95,0,197,197,197,1032.000,1554.500
96,0,203,203,203,1023.500,1556.000
97,0,200,200,200,1027.500,1574.000
98,0,202,202,202,992.500,1152.833
99,0,195,195,195,956.500,1198.167
100,0,169,169,169,1007.167,1398.833
101,0,191,191,191,893.833,1336.167
102,0,167,167,167,893.167,1410.167
103,0,194,194,194,854.500,1406.833
104,0,171,171,171,1011.833,1452.167
105,0,175,175,175,916.500,1498.833
106,0,186,186,186,991.833,1494.167
107,0,193,193,193,986.500,1505.500
108,0,195,195,195,975.167,1542.167
109,0,185,185,185,1007.833,1576.167
110,0,205,205,205,925.167,1568.833
